ProcessName,RegionName,Unit,2020,2025,2030,2035,2040,2045,2050,2055
comBoilerBiomass_solarT,Northwest,PJ/y,0,0,0,0,0,0,0,0
comASHeatPump,Northwest,PJ/y,0,0,0,0,0,0,0,0
comGSHeatPump,Northwest,PJ/y,0,0,0,0,0,0,0,0
comASHeatPump_solarT,Northwest,PJ/y,0,0,0,0,0,0,0,0
comGSHeatPump_solarT,Northwest,PJ/y,0,0,0,0,0,0,0,0
comElectricNightStorage,Northwest,PJ/y,0,0,0,0,0,0,0,0
comElectricResSA_storage,Northwest,PJ/y,0,0,0,0,0,0,0,0
comElectricResSA,Northwest,PJ/y,0,0,0,0,0,0,0,0
comCHPNG,Northwest,PJ/y,0.113339063,0.074803782,0.037401891,0.011333906,0,0,0,0
comCHPBiomass,Northwest,PJ/y,0.038704493,0.025544965,0.012772483,0.003870449,0,0,0,0
comMicroCHPNG,Northwest,PJ/y,0,0,0,0,0,0,0,0
comMicroCHPBiomass,Northwest,PJ/y,0,0,0,0,0,0,0,0
comHVAC_HFC_HC,Northwest,PJ/y,0,0,0,0,0,0,0,0
comHVAC_HFO_HC,Northwest,PJ/y,0,0,0,0,0,0,0,0
comBoilerHydrogen,Northwest,PJ/y,0,0,0,0,0,0,0,0
comBoilerHydrogen_solarT,Northwest,PJ/y,0,0,0,0,0,0,0,0
comBoilerLPG,Northwest,PJ/y,0.009641795,0.006363585,0.003181793,0.00096418,0,0,0,0
comCHPFuelCellHdg,Northwest,PJ/y,0,0,0,0,0,0,0,0
comCHPHydrogen,Northwest,PJ/y,0,0,0,0,0,0,0,0
comCookingHydrogen,Northwest,PJ/y,0,0,0,0,0,0,0,0
comCookingLPG,Northwest,PJ/y,0.023269169,0.015357652,0.007678826,0.002326917,0,0,0,0
comMicroCHPHydrogen,Northwest,PJ/y,0,0,0,0,0,0,0,0
comLightingFluorescent,Peninsular,PJ/y,1.185424404,0.782380107,0.391190053,0.11854244,0,0,0,0
